orig1+TLres50,trans1+TLvgg16+Adam,normf1+TLvgg16,mix+lr,mix+lgb,mix+svm,lr9,xgb,svm,knn,avg2,mini2,id
0.527939,0.220528,0.783127,1.000000,0.485808,0.949636,0.663914,0.697823,0.666796,0.763845,0.698094,0.708980,59934611
0.359297,0.083164,0.050882,1.000000,0.092259,0.021018,0.032325,0.084820,0.014438,0.067788,0.049843,0.076971,bfc10313
0.893551,0.660049,0.958944,0.032694,0.920314,0.425274,0.872337,0.890395,0.940457,0.836302,0.884873,0.885001,2a413437
0.000535,0.000015,0.003994,0.000000,0.001678,0.000464,0.006415,0.004900,0.009303,0.001000,0.005405,0.004481,8940d7d0
0.484130,0.465877,0.284396,0.999966,0.915985,0.999900,0.756030,0.896822,0.743370,0.762392,0.789654,0.862609,15f807a4
0.999392,0.995603,0.999245,0.999806,0.999927,0.999900,0.990359,0.993800,0.982489,0.999000,0.991412,0.995401,66ec0f68
0.751936,0.896801,0.956025,0.809602,0.919204,0.872972,0.973006,0.960420,0.978682,0.945082,0.964298,0.960168,c63a39c1
0.995078,0.986045,0.962093,0.996416,0.984160,0.993712,0.988804,0.974574,0.982696,0.969596,0.978917,0.975579,daa7cd7d
0.000341,0.000031,0.000441,0.999999,0.030749,0.952069,0.050976,0.099997,0.070642,0.132074,0.088422,0.104106,5d6ac086
0.001182,0.002710,0.026268,0.133419,0.001530,0.000100,0.007527,0.004918,0.009296,0.004574,0.006579,0.005159,bd388be5
0.999742,0.997854,0.999198,0.999152,0.999873,0.999900,0.990408,0.993806,0.982478,0.999000,0.991423,0.995405,0e903cc4
0.714131,0.864473,0.933365,0.917833,0.958850,0.920344,0.974644,0.988156,0.977565,0.999000,0.984841,0.990848,2093be43
0.585802,0.276350,0.121783,0.984469,0.804019,0.820291,0.479957,0.580599,0.473897,0.450820,0.496318,0.549993,03ba8825
0.872420,0.899483,0.907714,0.953779,0.989293,0.985324,0.982064,0.991367,0.981851,0.999000,0.988571,0.993540,91ef2c66
0.024487,0.008235,0.017550,0.084268,0.002299,0.822991,0.021765,0.005780,0.048517,0.015868,0.022983,0.010580,4bf24947
0.996487,0.993910,0.996450,0.994437,0.999384,0.995262,0.990125,0.994655,0.982561,0.999000,0.991585,0.996045,29ae42c2
0.431810,0.338065,0.289038,0.999999,0.537318,0.994307,0.497279,0.784778,0.457057,0.446857,0.546493,0.700656,a66e134c
0.030123,0.007205,0.004346,0.001241,0.003337,0.003262,0.006759,0.004900,0.009260,0.001000,0.005480,0.004478,17341546
0.000000,0.000000,0.000040,0.000000,0.000155,0.000100,0.006335,0.004900,0.009312,0.001000,0.005387,0.004482,d7ad081c
0.096406,0.001406,0.003781,0.000010,0.000787,0.077808,0.007715,0.005840,0.009378,0.032033,0.013742,0.010964,50492347
0.050438,0.006730,0.015973,0.999993,0.437368,0.832577,0.102800,0.319779,0.078444,0.162920,0.165986,0.274584,28d8a600
0.656035,0.072381,0.057206,0.993005,0.025914,0.341741,0.052756,0.029904,0.044322,0.100577,0.056890,0.044081,f3c20147
0.002296,0.000714,0.004057,0.003586,0.001480,0.003213,0.006476,0.004900,0.009291,0.001000,0.005417,0.004481,8f01526b
0.586543,0.263415,0.248288,0.997548,0.085487,0.968441,0.247959,0.167790,0.245061,0.307646,0.242114,0.199322,a196ac29
0.683477,0.240646,0.598093,1.000000,0.077973,0.503620,0.281186,0.408750,0.214820,0.425093,0.332462,0.399145,74acdf08
0.655452,0.802120,0.868339,0.769346,0.356272,0.718086,0.841753,0.748111,0.870393,0.863602,0.830965,0.778999,c768b8d5
0.000537,0.003049,0.007449,0.000109,0.001490,0.000578,0.006511,0.004900,0.009298,0.001000,0.005427,0.004481,f7ebab0b
0.060113,0.000813,0.000421,0.999995,0.005408,0.661093,0.034994,0.021429,0.028685,0.071121,0.039057,0.031201,6a92f05b
0.708027,0.539731,0.883641,0.999974,0.790535,0.509817,0.870766,0.820656,0.897506,0.934066,0.880749,0.848161,b0813e42
0.533122,0.600104,0.686264,0.792015,0.966015,0.612961,0.859567,0.919471,0.890505,0.971796,0.910335,0.928532,1459d0c2
0.001909,0.007757,0.014264,0.038543,0.004495,0.012592,0.007048,0.005400,0.009252,0.001000,0.005675,0.004851,1f7a8b89
0.649802,0.221355,0.246020,0.999968,0.446629,0.999900,0.405994,0.460594,0.432407,0.435666,0.433665,0.454684,daed0542
0.450707,0.360939,0.441303,0.486425,0.811731,0.094316,0.349968,0.190840,0.270748,0.405096,0.304163,0.236430,cc09949a
0.034597,0.061532,0.010220,0.713532,0.036869,0.977932,0.051861,0.027367,0.078754,0.075590,0.058393,0.039884,b9e0bedf
0.209842,0.025263,0.031755,0.513284,0.010194,0.833259,0.038747,0.006867,0.056365,0.018459,0.030110,0.012409,e481c09d
0.656024,0.135178,0.018818,0.990019,0.244620,0.965984,0.175094,0.479589,0.215352,0.253743,0.280944,0.420220,5c128b70
0.995007,0.994755,0.997515,0.991725,0.996158,0.902881,0.988821,0.994676,0.982716,0.999000,0.991303,0.996071,0860b896
0.002667,0.000017,0.008407,0.000000,0.037375,0.000100,0.006978,0.015082,0.009303,0.001000,0.008091,0.012089,344d25f4
0.169276,0.238180,0.027058,0.994983,0.899919,0.388594,0.250054,0.394837,0.139393,0.244294,0.257144,0.349961,1b06655e
0.611009,0.288286,0.224374,0.998905,0.436022,0.991798,0.418382,0.296686,0.428141,0.404719,0.386982,0.326173,b2db8e62
0.360398,0.191845,0.213668,0.674396,0.198715,0.800960,0.141235,0.124096,0.109144,0.184427,0.139726,0.134479,7d9b949d
0.889907,0.903234,0.562926,0.925575,0.966479,0.616703,0.938438,0.969646,0.954055,0.922844,0.946246,0.961244,c4269422
0.080144,0.001600,0.012897,1.000000,0.013187,0.000449,0.016107,0.018815,0.009348,0.064508,0.027195,0.026699,f71a14f5
0.111011,0.002111,0.004744,1.000000,0.022816,0.563070,0.033678,0.018942,0.021907,0.071681,0.036552,0.028985,365eddfe
0.767691,0.546746,0.625751,1.000000,0.817582,0.999900,0.892930,0.985530,0.934979,0.999000,0.953110,0.985982,40bd3518
0.452086,0.214372,0.311439,0.999951,0.565838,0.971708,0.445163,0.714372,0.413257,0.413371,0.496541,0.638835,32d337a2
0.851189,0.421777,0.237093,1.000000,0.732605,0.915214,0.680131,0.702465,0.751055,0.706797,0.710112,0.707577,c54da146
0.235133,0.248560,0.100663,0.211345,0.164152,0.245948,0.039576,0.019576,0.018904,0.057743,0.033950,0.026660,613f2911
0.248192,0.082631,0.050087,0.988656,0.074353,0.970002,0.090812,0.119315,0.095029,0.199921,0.126269,0.132828,3390d391
0.937968,0.972470,0.989209,0.961039,0.945888,0.821629,0.984068,0.990667,0.981934,0.999000,0.988917,0.993022,65d850ee
0.691715,0.444128,0.358568,1.000000,0.831100,0.999900,0.776881,0.851690,0.822074,0.827396,0.819510,0.846353,1c640358
0.449969,0.409428,0.467557,0.999990,0.651047,0.983932,0.687192,0.855718,0.687160,0.687559,0.729407,0.814140,b47560f9
0.062441,0.003766,0.007069,0.861615,0.019119,0.379291,0.022962,0.006695,0.013333,0.038932,0.020480,0.013156,9ca4072c
0.566219,0.284417,0.117177,0.999991,0.980879,0.990330,0.625192,0.757692,0.609079,0.571881,0.640961,0.714051,4ec47c40
0.509037,0.696529,0.832533,0.999865,0.733667,0.533709,0.872202,0.945065,0.874372,0.971236,0.915719,0.946450,b1d4db47
0.647849,0.486275,0.266604,0.999822,0.562583,0.996512,0.634805,0.735830,0.669982,0.650513,0.672783,0.716503,b1dfa6e9
0.190167,0.042839,0.079001,0.999354,0.528647,0.859663,0.168077,0.402372,0.123885,0.202786,0.224280,0.346809,80aa715e
0.509514,0.122664,0.109538,0.999999,0.814597,0.992457,0.426297,0.520276,0.426430,0.413519,0.446631,0.494745,321c2947
0.452931,0.031374,0.057750,0.997267,0.104843,0.945312,0.099312,0.107663,0.117162,0.215736,0.134968,0.128574,d69f7d74
0.375051,0.087681,0.012951,0.999549,0.233087,0.968398,0.126017,0.215003,0.127962,0.212252,0.170309,0.208860,416cf08f
0.475319,0.200775,0.335091,0.999993,0.770527,0.978679,0.561633,0.718718,0.549652,0.549344,0.594837,0.676686,833fe6ea
0.108763,0.148702,0.005544,0.009784,0.004491,0.003927,0.010393,0.015827,0.010150,0.026607,0.015744,0.017468,05d94298
0.552854,0.259395,0.543126,1.000000,0.042376,0.701302,0.281028,0.364115,0.209703,0.398666,0.313378,0.360530,fbf936dc
0.635878,0.243914,0.232080,1.000000,0.803456,0.999900,0.591162,0.627174,0.620258,0.564112,0.600676,0.615853,091688f9
0.447330,0.336105,0.280022,0.999983,0.714014,0.607468,0.460091,0.571884,0.358646,0.455631,0.461563,0.536518,323ddb3b
0.004365,0.008436,0.003431,0.111948,0.013611,0.052533,0.007853,0.005381,0.009204,0.008657,0.007774,0.006259,486e530f
0.859880,0.691642,0.851445,1.000000,0.927341,0.999900,0.963687,0.985906,0.974520,0.999000,0.980778,0.988960,91c2290d
0.416602,0.061934,0.036530,0.998675,0.039845,0.994342,0.093441,0.121582,0.120718,0.217282,0.138256,0.139504,79c3289d
0.321816,0.231389,0.652647,0.999752,0.475203,0.982415,0.567270,0.864024,0.498017,0.559371,0.622170,0.783594,7328573b
0.989860,0.987098,0.962794,0.933813,0.851472,0.892443,0.982439,0.973467,0.981579,0.999000,0.984121,0.980147,8edd84ac
0.643616,0.235771,0.628293,1.000000,0.650386,0.765390,0.644213,0.698000,0.684236,0.739403,0.691463,0.705753,43b27e47
0.989533,0.983127,0.992884,0.943464,0.990273,0.913198,0.987890,0.994679,0.982828,0.999000,0.991099,0.996081,0f8b621e
0.143113,0.020262,0.006568,0.295339,0.035590,0.258770,0.014444,0.018423,0.011340,0.044956,0.022291,0.022904,e2f4e10b
0.113692,0.023046,0.021327,1.000000,0.023145,0.686943,0.043075,0.023368,0.032589,0.080832,0.044966,0.034723,e33edd6e
0.999696,0.996488,0.993938,0.999297,0.997590,0.998224,0.990202,0.994456,0.982525,0.999000,0.991546,0.995893,5c712a8c
0.572096,0.113120,0.254307,1.000000,0.496432,0.976704,0.348470,0.532957,0.357759,0.360379,0.399891,0.489648,f09dcb7a
0.067280,0.006084,0.015198,0.999991,0.202021,0.943122,0.076773,0.184348,0.078463,0.160343,0.124982,0.172921,f85449f8
0.000000,0.000006,0.000028,0.000000,0.001172,0.000100,0.006348,0.004900,0.009310,0.001000,0.005390,0.004482,fd03f270
0.027927,0.041772,0.041875,0.049248,0.066830,0.032866,0.009782,0.012294,0.009354,0.074076,0.026377,0.023608,2558e771
0.887291,0.947167,0.836400,0.978836,0.998699,0.986623,0.982410,0.991500,0.981437,0.999000,0.988587,0.993611,3fde99f4
0.389571,0.018752,0.054281,1.000000,0.469482,0.980893,0.181897,0.239034,0.183736,0.236640,0.210327,0.235156,49529fe6
0.021322,0.000610,0.001642,0.957298,0.003489,0.034424,0.014745,0.017790,0.009205,0.061597,0.025834,0.025382,0e3eb3a9
0.786130,0.638563,0.332563,0.999509,0.925014,0.993105,0.874509,0.879096,0.901025,0.932567,0.896799,0.891784,a468eac7
0.001276,0.000561,0.001194,0.902547,0.063073,0.007005,0.015111,0.014276,0.009347,0.060355,0.024772,0.022535,de58bb57
0.677338,0.510899,0.520562,0.999994,0.857326,0.972325,0.854509,0.966206,0.898259,0.944234,0.915802,0.958849,2a0e6277
0.541362,0.611176,0.582239,0.421331,0.802939,0.379229,0.664252,0.943670,0.724143,0.802515,0.783645,0.903766,e01d9ed8
0.067565,0.036552,0.017792,0.999995,0.578624,0.989091,0.170862,0.474392,0.155023,0.211466,0.252936,0.404356,a6ef2201
0.622486,0.219950,0.854379,1.000000,0.414973,0.999900,0.696825,0.719309,0.710943,0.815070,0.735537,0.737575,0d1572d4
0.596751,0.209680,0.318583,1.000000,0.897355,0.979655,0.646797,0.799032,0.661540,0.604718,0.678022,0.754625,b039c3e7
0.998604,0.999174,0.999193,0.996976,0.968784,0.999900,0.989780,0.991339,0.982489,0.999000,0.990652,0.993562,7e57b119
0.049289,0.070133,0.037934,0.423131,0.233323,0.242149,0.025973,0.018056,0.012999,0.038581,0.023902,0.021556,8805153d
0.463652,0.345931,0.390362,0.999621,0.221725,0.865271,0.364022,0.304049,0.285982,0.370186,0.331060,0.315554,f3fa0370
0.203669,0.090830,0.043072,0.994819,0.110755,0.610691,0.060826,0.062098,0.031259,0.090593,0.061194,0.065386,33498a42
0.885162,0.885198,0.962764,0.565258,0.569929,0.912965,0.943701,0.913739,0.966490,0.842264,0.916548,0.905327,da4aaa24
0.520498,0.482155,0.656914,0.999992,0.910453,0.455267,0.783445,0.868996,0.765614,0.862823,0.820219,0.862026,218650a5
0.519903,0.114140,0.163415,0.994442,0.233045,0.894808,0.179585,0.253384,0.164885,0.233350,0.207801,0.243979,28c5065c
0.000000,0.000000,0.000043,0.000001,0.000710,0.000100,0.006342,0.004900,0.009311,0.001000,0.005388,0.004482,d7885c34
0.480629,0.309093,0.571075,0.815625,0.990680,0.775211,0.745329,0.738469,0.766059,0.777435,0.756823,0.748645,4a84f7cc
0.873623,0.885491,0.850930,0.986930,0.849804,0.916183,0.970532,0.969554,0.979200,0.999000,0.979572,0.977062,8ebf3d48
0.750636,0.256624,0.088102,1.000000,0.764140,0.971064,0.517369,0.529709,0.563059,0.508658,0.529699,0.528814,41473b25
0.686784,0.782852,0.567075,0.976535,0.789160,0.974607,0.916719,0.982734,0.944841,0.978164,0.955615,0.980688,d3bea6df
0.999691,0.998350,0.998949,0.999799,0.998394,0.999900,0.990390,0.994458,0.982481,0.999000,0.991582,0.995892,dd8e7a0c
0.181416,0.069488,0.056075,0.996349,0.179329,0.310706,0.046168,0.079127,0.015097,0.104064,0.061114,0.079513,e363ef7a
0.238845,0.108029,0.438670,1.000000,0.704527,0.999900,0.482353,0.672678,0.403491,0.412602,0.492781,0.606875,31b18ea2
0.818642,0.546916,0.577554,0.999999,0.968935,0.392793,0.828944,0.939207,0.850790,0.872801,0.872935,0.922148,191ee06d
0.800373,0.519820,0.755618,0.999754,0.876309,0.990833,0.922182,0.964378,0.951444,0.999000,0.959251,0.971302,be6f3de1
0.041688,0.025345,0.015985,0.999410,0.347778,0.252789,0.044484,0.293545,0.015954,0.111199,0.116296,0.241098,59cb3d98
0.025096,0.007640,0.007888,0.444720,0.078039,0.637026,0.025460,0.010846,0.027077,0.001000,0.016096,0.010136,c1ebcc95
0.831342,0.747520,0.873356,0.999994,0.821209,0.914331,0.957222,0.986073,0.973860,0.999000,0.979039,0.989039,6bc02780
0.631817,0.451404,0.769703,1.000000,0.899044,0.226518,0.773075,0.720151,0.721721,0.870889,0.771459,0.749327,efe23505
0.000071,0.000131,0.000306,0.000000,0.000154,0.000100,0.006341,0.004900,0.009311,0.001000,0.005388,0.004482,ed6309e6
0.039800,0.009730,0.002879,0.999998,0.181005,0.971494,0.073618,0.195370,0.082487,0.158339,0.127453,0.181057,fd842df9
0.787085,0.445387,0.762046,1.000000,0.950823,0.999900,0.920911,0.961847,0.943367,0.999000,0.956281,0.968860,fa41b19a
0.056772,0.001761,0.005495,1.000000,0.007319,0.976420,0.053310,0.028364,0.076375,0.138029,0.074019,0.052086,47f482d2
0.145280,0.207075,0.438433,0.230021,0.141177,0.584035,0.098338,0.126053,0.061914,0.040870,0.081794,0.106006,67213ba2
0.726300,0.410063,0.835760,1.000000,0.798852,0.882791,0.880902,0.909169,0.920802,0.980103,0.922744,0.924447,1812923e
0.999467,0.997294,0.998733,0.991261,0.999400,0.954343,0.989733,0.994674,0.982716,0.999000,0.991531,0.996069,6b8a02a9
0.634552,0.521837,0.833410,1.000000,0.933413,0.903533,0.923799,0.959282,0.943567,0.999000,0.956412,0.966957,9197eecd
0.093955,0.010078,0.018521,0.105016,0.004776,0.003197,0.008073,0.006948,0.009394,0.048522,0.018234,0.014861,3871d16e
0.681963,0.538844,0.641253,0.999568,0.743268,0.019164,0.650478,0.512785,0.530348,0.749681,0.610823,0.558792,ef4fcbf1
0.718393,0.719965,0.821636,0.999454,0.948270,0.433166,0.921066,0.961230,0.928108,0.936135,0.936635,0.955660,0088109c
0.000277,0.000410,0.000466,0.000089,0.001348,0.001001,0.006372,0.004900,0.009306,0.001000,0.005394,0.004482,82fc8399
0.378734,0.111715,0.027375,1.000000,0.596612,0.946130,0.244667,0.520525,0.223963,0.263060,0.313054,0.453126,4857f8fc
0.370272,0.684302,0.488698,0.668546,0.309789,0.717164,0.532355,0.717919,0.468871,0.512613,0.557940,0.663745,dc0c7f3f
0.396885,0.333485,0.224066,0.988971,0.791024,0.998458,0.580560,0.720077,0.539733,0.538947,0.594829,0.675090,d906e60b
0.991713,0.994842,0.990949,0.999978,0.999237,0.999900,0.990088,0.994481,0.982570,0.999000,0.991535,0.995915,ab3bb2ba
0.027422,0.016522,0.017770,1.000000,0.029011,0.540097,0.032959,0.022996,0.019922,0.067889,0.035942,0.031173,994249f3
0.000385,0.000049,0.001332,0.000000,0.004562,0.000126,0.006413,0.004900,0.009305,0.001000,0.005404,0.004482,8ddec462
0.091719,0.038632,0.007186,0.908540,0.176123,0.211778,0.029468,0.065756,0.011471,0.075523,0.045554,0.063965,4fb84944
0.953569,0.992542,0.996773,0.555369,0.334281,0.961300,0.941635,0.936487,0.938217,0.895596,0.927984,0.930319,aff51e4c
0.790919,0.820904,0.927781,1.000000,0.778687,0.992275,0.967094,0.985233,0.975070,0.999000,0.981599,0.988494,fc69fc20
0.000311,0.000061,0.001022,0.000334,0.020862,0.002033,0.006645,0.004934,0.009294,0.001000,0.005468,0.004506,1a710021
0.404593,0.338999,0.496997,0.999999,0.948901,0.972812,0.774679,0.891867,0.752860,0.787727,0.801783,0.864269,6f10b840
0.927916,0.969217,0.991374,0.960887,0.994609,0.914790,0.987037,0.993520,0.982860,0.999000,0.990604,0.995217,3d356e43
0.000077,0.000206,0.001169,0.000057,0.000770,0.000127,0.006362,0.004900,0.009309,0.001000,0.005393,0.004482,7112e4b8
0.766463,0.391491,0.886579,1.000000,0.258821,0.751739,0.693677,0.549048,0.715109,0.869291,0.706781,0.620742,324d5acf
0.819957,0.493959,0.821163,1.000000,0.956781,0.991526,0.939001,0.966839,0.956318,0.999000,0.965290,0.973473,42565e2e
0.863380,0.724537,0.741724,0.647575,0.891552,0.641523,0.909267,0.945392,0.958611,0.881284,0.923639,0.935699,ecedf92c
0.535798,0.056682,0.027024,0.999981,0.501937,0.982066,0.218475,0.503235,0.241721,0.271693,0.308781,0.443026,350db7ba
0.721645,0.631805,0.887620,1.000000,0.881352,0.264829,0.882867,0.949058,0.864607,0.884062,0.895149,0.932545,f52f7471
0.000293,0.000339,0.001013,0.000046,0.031129,0.000100,0.006772,0.016937,0.009306,0.001000,0.008504,0.013475,7af42b83
0.770640,0.631063,0.678437,0.999713,0.764649,0.992570,0.911112,0.985385,0.948615,0.979187,0.956075,0.983117,2762f99b
0.000002,0.000018,0.000430,0.000171,0.002040,0.001967,0.006381,0.004900,0.009303,0.001000,0.005396,0.004481,5c6c8d68
0.715122,0.615270,0.703997,0.999997,0.979879,0.998061,0.939717,0.987139,0.956859,0.999000,0.970679,0.988676,4fdd1966
0.947359,0.954906,0.947506,0.732591,0.889370,0.946722,0.979366,0.922542,0.982295,0.977734,0.965484,0.938191,f933b27f
0.000025,0.000002,0.000118,0.000042,0.006836,0.000865,0.006430,0.004900,0.009303,0.001000,0.005408,0.004481,d946d1ad
0.523477,0.234776,0.374133,0.999999,0.623774,0.905214,0.515418,0.753855,0.506925,0.521615,0.574453,0.694864,c476aeac
0.980094,0.923705,0.909398,0.900736,0.965198,0.948662,0.982442,0.984690,0.982581,0.994618,0.986083,0.987785,27863ae6
0.014560,0.000496,0.002610,0.999636,0.031901,0.927259,0.050296,0.142647,0.065589,0.130818,0.097337,0.135393,ff4fcec1
0.058815,0.015956,0.282103,0.999977,0.001518,0.000147,0.028853,0.028093,0.011895,0.063121,0.032991,0.033547,9d1a306a
0.001281,0.000460,0.003207,0.043344,0.001103,0.005208,0.006671,0.004935,0.009288,0.001000,0.005473,0.004507,6749cffd
0.301076,0.017621,0.018041,0.998214,0.040737,0.787148,0.057498,0.071627,0.055389,0.149272,0.083447,0.085070,b0d96c3a
0.596135,0.105407,0.115695,0.999823,0.711321,0.994594,0.386885,0.442133,0.412527,0.415277,0.414206,0.435741,40f9f3fb
0.145904,0.027723,0.623700,0.999737,0.812672,0.436283,0.389933,0.650785,0.228631,0.385801,0.413788,0.573607,b53cf2b2
0.257705,0.093761,0.029834,0.999996,0.585783,0.971109,0.220950,0.499119,0.193538,0.255770,0.292344,0.433702,ffb33e1a
0.298860,0.030394,0.112039,1.000000,0.384283,0.989871,0.169774,0.237530,0.155520,0.218599,0.195356,0.228751,5e5be00b
0.730957,0.897370,0.783855,0.709985,0.660635,0.376066,0.873582,0.826654,0.894170,0.939675,0.883520,0.853458,9893ba76
0.196683,0.067717,0.039532,0.022906,0.016197,0.199645,0.013160,0.006238,0.011366,0.029838,0.015151,0.010988,28de815d
0.999849,0.997954,0.998813,0.999887,0.999665,0.999900,0.990405,0.994458,0.982479,0.999000,0.991586,0.995892,8d5ee5e0
0.727333,0.778752,0.740045,0.931590,0.637984,0.907091,0.913792,0.977371,0.949895,0.929748,0.942701,0.968016,f958290a
0.119441,0.028737,0.015830,0.992106,0.693521,0.976267,0.206179,0.406418,0.189374,0.218696,0.255167,0.357259,ed43a445
0.009036,0.002582,0.002346,0.999878,0.153842,0.973973,0.067359,0.133695,0.080257,0.150035,0.107837,0.133281,5c7ae324
0.952136,0.991571,0.973200,0.998375,0.996429,0.997087,0.989133,0.994290,0.982743,0.999000,0.991292,0.995784,4159a595
0.669782,0.269066,0.245676,0.999994,0.781736,0.399274,0.417205,0.401399,0.359213,0.431827,0.402411,0.404752,54bf79a7
0.452154,0.179882,0.173568,1.000000,0.205335,0.778590,0.168163,0.167739,0.114844,0.235962,0.171677,0.177065,34d2aabb
0.980132,0.962119,0.948922,0.961026,0.994053,0.974719,0.987224,0.987013,0.982864,0.979748,0.984212,0.986773,34dca467
0.762995,0.643834,0.716866,0.979497,0.981065,0.595782,0.912944,0.964044,0.940591,0.979064,0.949161,0.966602,396f94dc
0.008944,0.000192,0.000629,0.000023,0.001399,0.000100,0.006412,0.004900,0.009294,0.001000,0.005402,0.004481,b7c28d14
0.307093,0.097627,0.144213,0.999993,0.729197,0.794908,0.290344,0.453259,0.220576,0.267674,0.307963,0.403497,228cb989
0.402878,0.014430,0.024009,1.000000,0.029936,0.979674,0.078174,0.133919,0.108984,0.199318,0.130099,0.144578,e5ce2adf
0.005926,0.000165,0.000340,0.000072,0.003731,0.000428,0.006424,0.004900,0.009296,0.001000,0.005405,0.004481,567ba8c6
0.222075,0.081298,0.016823,0.497503,0.286801,0.451072,0.045159,0.017336,0.025762,0.018578,0.026709,0.018166,b954fe5f
0.578574,0.295601,0.117724,0.997963,0.944882,0.539117,0.472191,0.424444,0.418844,0.464443,0.444981,0.432105,5e8fbf7c
0.750570,0.643286,0.506591,0.919339,0.995741,0.991178,0.915378,0.991738,0.940497,0.999000,0.961653,0.990997,6a3fd2a1
0.934424,0.894524,0.987857,0.936135,0.974494,0.837962,0.981724,0.986639,0.981853,0.999000,0.987304,0.990007,c2b3e315
0.434327,0.101317,0.087519,0.999986,0.983216,0.550996,0.334348,0.406060,0.275216,0.326075,0.335425,0.382827,997e491f
0.096260,0.005590,0.003608,0.999999,0.007806,0.675825,0.037553,0.020819,0.030648,0.071390,0.040102,0.030929,b389a507
0.313753,0.137148,0.038918,0.979743,0.464544,0.765303,0.165104,0.422612,0.108838,0.199568,0.224030,0.360306,273905de
0.000002,0.000014,0.000198,0.000354,0.004330,0.000945,0.006400,0.004945,0.009304,0.001000,0.005412,0.004515,a8189eb1
0.451657,0.238654,0.676214,0.839753,0.054947,0.337268,0.204097,0.307193,0.110031,0.249858,0.217795,0.283513,5970c24b
0.000109,0.000172,0.000767,0.000254,0.000692,0.000105,0.006356,0.015642,0.009310,0.001000,0.008077,0.012508,a030aef4
0.646639,0.558412,0.875154,1.000000,0.885977,0.983353,0.936380,0.985268,0.951845,0.999000,0.968123,0.986937,d6eb3b9b
0.055303,0.002704,0.003878,0.946168,0.175639,0.053106,0.022047,0.052525,0.010128,0.074531,0.039808,0.053803,5f0dcfd6
0.646090,0.210160,0.172834,0.999998,0.858426,0.990260,0.566158,0.662993,0.588518,0.534159,0.587957,0.634877,55ac6076
0.561714,0.261357,0.842157,0.038101,0.038842,0.225332,0.157431,0.154999,0.181120,0.206680,0.175058,0.166617,cfd20abd
0.370845,0.371870,0.317395,0.002272,0.147661,0.965798,0.177035,0.082537,0.245237,0.200996,0.176451,0.115792,cf40872a
0.396540,0.112452,0.312398,0.999997,0.567403,0.211222,0.183061,0.457743,0.074376,0.175140,0.222580,0.379658,f3b87adf
0.994790,0.998049,0.996900,0.999824,0.999815,0.999900,0.990327,0.994458,0.982516,0.999000,0.991575,0.995894,846d1cf4
0.495483,0.390800,0.299209,1.000000,0.892294,0.981383,0.713810,0.783802,0.707542,0.679176,0.721083,0.760239,5581a147
0.490420,0.620820,0.283484,0.808669,0.924112,0.751741,0.742562,0.787839,0.753786,0.759723,0.760977,0.781398,1fbda448
0.913424,0.948565,0.983486,0.991783,0.991091,0.999266,0.987592,0.993925,0.982624,0.999000,0.990785,0.995503,8fed202d
0.011798,0.002613,0.001799,0.001222,0.006991,0.156686,0.008036,0.005380,0.009565,0.001000,0.005995,0.004858,2f16b551
0.938275,0.956634,0.949219,0.872000,0.932767,0.944442,0.983029,0.986990,0.982721,0.999000,0.987935,0.990329,c0d329f0
0.000010,0.000000,0.000916,0.000020,0.038312,0.059044,0.007404,0.013344,0.009237,0.001000,0.007746,0.010786,f1086cc0
0.964566,0.883363,0.815710,0.977529,0.977195,0.973486,0.978665,0.971712,0.980935,0.981929,0.978310,0.975615,d3c596a9
0.993786,0.980539,0.983880,0.999965,0.998283,0.999900,0.989575,0.994241,0.982626,0.999000,0.991360,0.995740,ca1838db
0.004903,0.001009,0.171359,0.218684,0.000486,0.000101,0.011017,0.005550,0.010086,0.001000,0.006913,0.005020,78c59614
0.049203,0.001560,0.001199,0.999868,0.017981,0.003643,0.015512,0.019292,0.009273,0.063855,0.026983,0.026929,d26d1d27
0.549717,0.390673,0.263265,1.000000,0.893798,0.662500,0.615848,0.592514,0.592013,0.627611,0.606996,0.599848,670c09c2
0.185999,0.003623,0.005255,1.000000,0.016664,0.887525,0.053742,0.026660,0.063312,0.141122,0.071209,0.050497,f40fe2ce
0.774379,0.237091,0.831554,1.000000,0.525426,0.732558,0.700507,0.704380,0.752070,0.853986,0.752736,0.736468,4930a79e
0.455502,0.040195,0.021889,1.000000,0.739637,0.962903,0.282331,0.483653,0.292960,0.298723,0.339417,0.436919,b539c15a
0.115702,0.143165,0.149936,0.095919,0.087548,0.146912,0.021321,0.023430,0.011848,0.048290,0.026222,0.027300,4a73eea0
0.858124,0.904506,0.767083,0.841359,0.803471,0.596282,0.938030,0.911766,0.961482,0.890566,0.925461,0.912500,38d8c38c
0.991983,0.984319,0.984176,0.996115,0.998527,0.999443,0.989629,0.994610,0.982629,0.999000,0.991467,0.996016,7db0e794
0.010045,0.010233,0.011722,0.986691,0.071850,0.506681,0.032620,0.060986,0.018359,0.055864,0.041957,0.057212,ff2c2107
0.048635,0.004024,0.004478,1.000000,0.030681,0.712896,0.039592,0.070609,0.034019,0.072051,0.054068,0.068482,58813f19
0.194683,0.029683,0.019385,0.535439,0.264069,0.816397,0.061269,0.018759,0.065065,0.044408,0.047375,0.026716,37849cb3
0.487714,0.067676,0.074027,0.989852,0.210760,0.883793,0.127689,0.344523,0.124924,0.208294,0.201357,0.304684,6736d143
