orig1+TLres50,trans1+TLvgg16+Adam,normf1+TLvgg16,mix+lr,mix+lgb,mix+svm,is_iceberg,lr9,xgb,svm,knn,avg2,mini2,id
0.032132,0.005302,0.000943,0.002946,0.061877,0.128266,0,0.009065,0.017636,0.009137,0.025837,0.015419,0.018608,8b074e88
0.999898,0.999946,0.999519,0.997974,0.998504,0.999900,1,0.990633,0.993125,0.982944,0.999000,0.991425,0.994928,4cf25fd9
0.031633,0.136836,0.051296,0.137906,0.047892,0.213236,1,0.015802,0.015808,0.010540,0.001000,0.010788,0.012715,842784be
0.038627,0.001005,0.003076,0.000955,0.010526,0.000100,0,0.004605,0.004272,0.006211,0.001000,0.004022,0.003801,bcfaced9
0.000088,0.000000,0.000339,0.000002,0.000203,0.000100,0,0.006664,0.006825,0.010183,0.001000,0.006168,0.005980,08aa087c
0.067864,0.060235,0.028545,0.019394,0.054078,0.022767,0,0.010048,0.141734,0.010277,0.108268,0.067582,0.126743,d6477f80
0.000301,0.000178,0.000231,0.000146,0.000592,0.000100,0,0.006130,0.006383,0.009265,0.001000,0.005694,0.005587,8f7628d7
0.002191,0.000614,0.000302,0.005254,0.003753,0.006909,0,0.006833,0.006825,0.010152,0.001000,0.006202,0.005978,49ce0750
0.628549,0.490115,0.936321,0.731954,0.792447,0.146801,0,0.802191,0.713650,0.739285,0.902619,0.789436,0.751572,0b44f893
0.154851,0.101136,0.022087,0.079374,0.025057,0.028418,0,0.012470,0.009810,0.009762,0.053627,0.021417,0.017975,b4ff28a2
0.150310,0.066171,0.149497,0.845728,0.052010,0.137395,0,0.022766,0.029571,0.010652,0.091051,0.038510,0.039764,4b8f2c22
0.018927,0.218045,0.138665,0.000006,0.001142,0.000272,0,0.014278,0.008706,0.011352,0.001000,0.008834,0.007465,30b0cd50
0.040344,0.009308,0.080982,0.194269,0.036187,0.793496,0,0.024144,0.011466,0.034685,0.001000,0.017824,0.011118,99fb2f48
0.952773,0.978284,0.935141,0.889655,0.995139,0.987533,1,0.985828,0.990620,0.982434,0.999000,0.989471,0.993021,f60f0244
0.954156,0.962984,0.994045,0.707747,0.990820,0.963030,1,0.986102,0.980851,0.983299,0.977709,0.981990,0.981819,4cf34809
0.611885,0.637319,0.715369,0.795499,0.625466,0.564113,1,0.792055,0.888980,0.832870,0.939940,0.863461,0.895893,7b062647
0.995396,0.987570,0.995143,0.972427,0.168597,0.951148,1,0.927893,0.970301,0.890162,0.934520,0.930719,0.959549,fe798b96
0.810528,0.899185,0.996287,0.573075,0.907580,0.572624,1,0.955327,0.940623,0.968848,0.897773,0.940643,0.935903,ae52dce9
0.000000,0.000000,0.000005,0.000000,0.000349,0.000100,0,0.006661,0.006825,0.010183,0.001000,0.006167,0.005980,34c4cb79
0.058462,0.000064,0.003960,0.000001,0.007906,0.000100,0,0.004646,0.004817,0.006236,0.001000,0.004175,0.004210,f1587400
0.000665,0.000002,0.000407,0.000000,0.000289,0.000100,0,0.004341,0.004817,0.006223,0.001000,0.004095,0.004209,fe3ffc73
0.000004,0.000000,0.000033,0.000004,0.000176,0.000498,0,0.006664,0.006825,0.010182,0.001000,0.006168,0.005980,4fe594cf
0.461854,0.414042,0.604390,0.889288,0.922989,0.901234,1,0.834453,0.987757,0.845464,0.838656,0.876582,0.951704,278ccc7f
0.647995,0.837984,0.811367,0.288070,0.105952,0.081037,0,0.533052,0.110845,0.475967,0.420173,0.385009,0.193463,4a4cb034
0.994663,0.994154,0.998062,0.999203,0.980678,0.839773,1,0.986083,0.986336,0.980311,0.999000,0.987933,0.989676,97a9e49b
0.000025,0.000002,0.000001,0.000020,0.000427,0.000100,0,0.006418,0.006200,0.008991,0.001000,0.005652,0.005431,309d22b9
0.008670,0.006763,0.006868,0.025140,0.005855,0.359200,0,0.008803,0.007562,0.012513,0.020815,0.012423,0.010377,af44a0c6
0.000000,0.000000,0.000011,0.000387,0.000233,0.001026,0,0.006423,0.006200,0.008988,0.001000,0.005653,0.005431,8e74bcdc
0.967474,0.994141,0.982917,0.997930,0.994201,0.999900,1,0.989282,0.992942,0.982321,0.999000,0.990886,0.994748,eea13fef
0.000923,0.081599,0.072222,0.000659,0.253502,0.087622,0,0.016862,0.021368,0.011819,0.021533,0.017895,0.020778,fe8a6bf9
0.918175,0.834836,0.520725,0.924052,0.736873,0.895053,1,0.919209,0.989257,0.952371,0.970677,0.957879,0.984682,f0183cf1
0.965270,0.914770,0.997406,0.916902,0.810441,0.819462,1,0.972344,0.989371,0.977241,0.970747,0.977426,0.986476,b7329c47
0.000000,0.000000,0.000028,0.000003,0.000579,0.003789,0,0.008196,0.001212,0.011878,0.001000,0.005572,0.001902,985a26fb
0.000000,0.000003,0.000170,0.000006,0.000029,0.000100,0,0.008153,0.001212,0.011893,0.001000,0.005565,0.001903,3815445e
0.001090,0.001342,0.015681,0.000557,0.003553,0.000209,0,0.008569,0.001212,0.011875,0.001000,0.005664,0.001901,1df59f54
0.207470,0.001376,0.080958,0.020227,0.002939,0.007752,0,0.010166,0.007252,0.010137,0.037600,0.016289,0.013106,41fb321a
0.910844,0.857867,0.756270,0.506955,0.030248,0.136352,1,0.507100,0.701719,0.517580,0.535981,0.565595,0.659312,0f962f75
0.970890,0.962987,0.977831,0.995269,0.999514,0.986296,1,0.988337,0.991675,0.982464,0.967850,0.982581,0.988015,d4b1ff12
0.000000,0.000004,0.000063,0.074924,0.010234,0.167048,0,0.007756,0.007773,0.009580,0.001000,0.006527,0.006647,bf597e48
0.005583,0.000004,0.001074,0.000007,0.000269,0.000100,0,0.004364,0.004002,0.006218,0.001000,0.003896,0.003600,4afbbcfc
0.002051,0.000001,0.000703,0.000146,0.000480,0.000224,0,0.004351,0.004002,0.006221,0.001000,0.003894,0.003600,08531b1d
0.002580,0.039721,0.009789,0.015359,0.000384,0.004253,0,0.007647,0.009070,0.010162,0.001000,0.006970,0.007656,97de1784
0.503397,0.594587,0.456182,0.719016,0.394619,0.978996,1,0.585953,0.710474,0.650573,0.644382,0.647846,0.695094,85cdf483
0.996682,0.978816,0.997398,0.902384,0.980520,0.970610,1,0.986947,0.991834,0.980893,0.999000,0.989668,0.993823,95294372
0.028942,0.088618,0.000147,0.001480,0.002215,0.000143,0,0.008587,0.006200,0.009157,0.030843,0.013697,0.010996,36133430
0.216984,0.001605,0.006459,0.549780,0.793097,0.488003,0,0.114688,0.026762,0.095454,0.066805,0.075927,0.038936,1200ea6a
0.048674,0.000928,0.041043,0.002567,0.039561,0.005330,0,0.010131,0.012870,0.011892,0.075547,0.027610,0.024485,0daec640
0.025211,0.017054,0.000096,0.003266,0.002896,0.015419,0,0.007159,0.006200,0.008919,0.001000,0.005820,0.005426,b05baa18
0.936311,0.886349,0.905969,0.701812,0.904889,0.733625,1,0.964994,0.882983,0.976192,0.853275,0.919361,0.885058,fbb26786
0.000145,0.000004,0.000013,0.000001,0.000144,0.000262,0,0.006661,0.006825,0.010183,0.001000,0.006167,0.005980,591cfa77
0.317193,0.080191,0.070062,0.176318,0.050423,0.500000,0,0.033060,0.150305,0.032746,0.050634,0.066686,0.123953,cbf6bc3b
0.000000,0.000043,0.000178,0.000000,0.000452,0.002106,0,0.006133,0.006383,0.009259,0.001000,0.005694,0.005586,251cbbb3
0.999832,0.993179,0.996222,0.998038,0.999624,0.999900,1,0.989966,0.992942,0.982141,0.999000,0.991012,0.994736,23067646
0.119811,0.026068,0.002857,0.427050,0.111071,0.357955,0,0.023458,0.016707,0.015142,0.050454,0.026440,0.022904,fcae243a
0.007822,0.000000,0.000037,0.000006,0.000504,0.000100,0,0.006700,0.006825,0.010168,0.001000,0.006173,0.005979,da0d9e58
0.973452,0.973801,0.934426,0.993892,0.952726,0.872023,1,0.983989,0.988423,0.982866,0.999000,0.988569,0.991409,e7f160bb
0.131056,0.313781,0.041303,0.624482,0.959475,0.266767,0,0.205406,0.172267,0.159845,0.149919,0.171859,0.167505,49f9ebbf
0.623889,0.349230,0.538319,0.835071,0.944419,0.931967,1,0.810367,0.725921,0.850999,0.878644,0.816483,0.763896,db9e31b4
0.000037,0.050695,0.000564,0.001340,0.000984,0.001386,0,0.006950,0.006383,0.009298,0.001000,0.005908,0.005589,1ad344b5
0.000000,0.000000,0.000042,0.003231,0.000830,0.000100,0,0.008184,0.001212,0.011892,0.001000,0.005572,0.001903,750122bb
0.000158,0.001692,0.000026,0.002460,0.000368,0.004984,0,0.006491,0.006200,0.008974,0.001000,0.005666,0.005430,4a206e14
0.999656,0.976009,0.954003,0.998966,0.998766,0.995454,1,0.988975,0.993125,0.983114,0.999000,0.991054,0.994939,92724245
0.032305,0.048263,0.029011,0.855109,0.391438,0.285026,0,0.046927,0.030246,0.020522,0.055075,0.038192,0.034246,86de6cf4
0.945482,0.989987,0.989776,0.970381,0.917691,0.871242,1,0.986579,0.992123,0.983314,0.999000,0.990254,0.994204,8fc1d7a9
0.233087,0.135730,0.012287,0.036615,0.058342,0.061109,0,0.014324,0.055186,0.012575,0.022733,0.026205,0.046319,083a41f9
0.000117,0.009540,0.078729,0.203616,0.033047,0.011046,0,0.009926,0.046487,0.010244,0.001000,0.016914,0.035617,4071fcf3
0.000014,0.000417,0.000248,0.000000,0.002667,0.000100,0,0.006459,0.006200,0.008988,0.001000,0.005662,0.005431,c8de125d
0.994754,0.929665,0.992882,0.991107,0.972526,0.952242,1,0.987424,0.992421,0.983644,0.942391,0.976470,0.983915,56426f39
0.041736,0.000806,0.074793,0.003282,0.003659,0.016974,0,0.007859,0.007428,0.008989,0.001000,0.006319,0.006349,ae0cd7f9
0.783527,0.543879,0.731212,0.369797,0.502719,0.321010,0,0.592469,0.578920,0.668400,0.690052,0.632460,0.606520,15dd8345
0.650875,0.530987,0.507018,0.227643,0.265007,0.457911,0,0.283127,0.295490,0.346834,0.355013,0.320116,0.310485,f6c28085
0.003463,0.000038,0.000119,0.090309,0.048331,0.039568,0,0.008295,0.061163,0.010124,0.045748,0.031332,0.054900,7e17fe59
0.990261,0.912755,0.993488,0.963947,0.932435,0.954979,1,0.984508,0.976558,0.982050,0.942496,0.971403,0.971974,98dc1deb
0.622625,0.922840,0.892333,0.940597,0.982109,0.999900,1,0.980803,0.942347,0.974994,0.999000,0.974286,0.956448,9bcafab4
0.135758,0.482024,0.327660,0.560282,0.068326,0.345675,0,0.097295,0.073550,0.042956,0.053364,0.066791,0.067811,68d82a0f
0.939284,0.980056,0.994088,0.999698,0.999728,0.999900,1,0.987331,0.991589,0.980818,0.999000,0.989685,0.993635,f6f13182
0.499115,0.633922,0.542480,0.276842,0.828672,0.282696,1,0.545010,0.918756,0.627948,0.688274,0.694997,0.857333,8edfadcf
0.999903,0.999938,0.999299,0.999792,0.999900,0.999900,1,0.990663,0.993125,0.982942,0.999000,0.991433,0.994927,f18df56a
0.000000,0.000091,0.000242,0.000181,0.000718,0.000116,0,0.006130,0.006383,0.009265,0.001000,0.005694,0.005587,08955acb
0.997335,0.997679,0.989131,0.995260,0.934246,0.955367,1,0.986461,0.991702,0.980742,0.999000,0.989476,0.993714,dba3e12a
0.996316,0.989799,0.990814,0.958268,0.997748,0.893574,1,0.988422,0.997970,0.983627,0.999000,0.992255,0.998594,2c5a3ed7
0.000000,0.000003,0.001658,0.000000,0.000101,0.000100,0,0.008184,0.001212,0.011891,0.001000,0.005572,0.001902,cf52b4e8
0.986873,0.973353,0.995818,0.828222,0.825765,0.489850,1,0.966779,0.971467,0.960028,0.908293,0.951642,0.960304,f287c595
0.678849,0.850824,0.529198,0.425441,0.911662,0.857517,1,0.880625,0.919278,0.948839,0.873912,0.905664,0.914151,452959fc
0.000005,0.000000,0.000014,0.000022,0.000196,0.000673,0,0.006666,0.006825,0.010182,0.001000,0.006168,0.005980,ffe0889d
0.483471,0.200814,0.187154,0.803315,0.232230,0.587540,0,0.126804,0.032461,0.066553,0.233394,0.114803,0.072224,89a339cf
0.976724,0.955609,0.880400,0.847640,0.973436,0.943335,1,0.981156,0.982329,0.982095,0.999000,0.986145,0.986804,8931fd80
0.921877,0.873501,0.836224,0.786773,0.840125,0.919742,1,0.965360,0.995792,0.980204,0.999000,0.985089,0.996733,004300e6
0.000000,0.000001,0.000039,0.000552,0.000755,0.000279,0,0.006130,0.006383,0.009265,0.001000,0.005694,0.005587,8ef29200
0.580395,0.193089,0.072098,0.225659,0.037217,0.088955,0,0.037964,0.050947,0.028746,0.026227,0.035971,0.044905,7fbf2177
0.241857,0.119639,0.007090,0.357340,0.006317,0.030415,0,0.015919,0.008730,0.010989,0.032798,0.017109,0.013375,c2da61a6
0.917327,0.557021,0.399806,0.824719,0.733896,0.967139,1,0.799033,0.919381,0.889091,0.849468,0.864243,0.905605,4bed2ea0
0.999532,0.993404,0.998098,0.923068,0.966321,0.996119,1,0.989171,0.995982,0.983482,0.999000,0.991909,0.997099,f58d5318
0.980799,0.984220,0.973984,0.985418,0.774603,0.551318,1,0.973506,0.952476,0.965895,0.942691,0.958642,0.952916,790ede66
0.000021,0.000000,0.000024,0.000072,0.000984,0.000119,0,0.006670,0.006825,0.010183,0.001000,0.006169,0.005980,3b24972b
0.999586,0.996684,0.997940,0.937865,0.999768,0.992125,1,0.989358,0.992942,0.982180,0.999000,0.990870,0.994739,8c8bde54
0.000000,0.002448,0.000415,0.001071,0.000807,0.029501,0,0.006320,0.007773,0.009189,0.001000,0.006071,0.006620,05a82a73
0.015535,0.000654,0.014194,0.001205,0.005123,0.000210,0,0.004602,0.004972,0.006207,0.001000,0.004195,0.004324,348fb24c
0.000075,0.000529,0.000631,0.000008,0.000034,0.000237,0,0.006132,0.006383,0.009265,0.001000,0.005695,0.005587,b7b3d08f
0.950122,0.968173,0.964943,0.931861,0.959349,0.930857,1,0.986854,0.963611,0.983870,0.999000,0.983334,0.972940,b7589388
0.018931,0.000017,0.000168,0.000028,0.000325,0.000100,0,0.004399,0.004002,0.006212,0.001000,0.003903,0.003600,219feadf
0.019839,0.012008,0.009219,0.000676,0.000602,0.000661,0,0.008696,0.005124,0.011841,0.001000,0.006665,0.004822,417854dc
0.883616,0.878010,0.608049,0.746486,0.916922,0.791056,1,0.939673,0.944472,0.967734,0.972278,0.956039,0.952567,b7cfcba1
0.001830,0.000579,0.001097,0.001962,0.010488,0.014207,0,0.007006,0.006825,0.010127,0.001000,0.006240,0.005976,a3399df1
0.540221,0.694639,0.832820,0.030114,0.278602,0.197052,1,0.434504,0.217143,0.460546,0.272646,0.346210,0.244376,d34aa573
0.005290,0.001199,0.011275,0.004021,0.019114,0.004946,0,0.004711,0.004272,0.006199,0.001000,0.004046,0.003801,71df1b49
0.000000,0.000000,0.000005,0.000000,0.004742,0.000527,0,0.006482,0.006200,0.008985,0.001000,0.005667,0.005431,503d5f51
0.605850,0.757241,0.985781,0.389568,0.688807,0.297249,0,0.811357,0.789453,0.838103,0.848056,0.821742,0.804792,f5e6ceb4
0.248650,0.165001,0.254945,0.315242,0.144926,0.065054,0,0.029400,0.012746,0.012134,0.001000,0.013820,0.010536,3ce725ca
0.000003,0.000008,0.000553,0.000067,0.000617,0.003718,0,0.008207,0.001212,0.011877,0.001000,0.005574,0.001902,b49797c9
0.999828,0.991221,0.998282,0.980476,0.940890,0.961594,1,0.987918,0.991176,0.982206,0.999000,0.990075,0.993421,2e4eb968
0.998563,0.995897,0.998803,0.989394,0.999283,0.992377,1,0.990350,0.993125,0.983014,0.999000,0.991372,0.994932,75a2b5de
0.341941,0.772422,0.758385,0.188218,0.042737,0.217182,1,0.408254,0.768636,0.302334,0.271877,0.437775,0.645482,8d34e905
0.997525,0.961985,0.994874,0.827363,0.958764,0.565659,1,0.976660,0.985462,0.969914,0.933629,0.966416,0.976149,404ef525
0.443833,0.322531,0.518338,0.563626,0.381285,0.760276,1,0.338025,0.175583,0.361452,0.397548,0.318152,0.229811,707604d3
0.795282,0.847838,0.902576,0.910135,0.957102,0.961165,1,0.976785,0.995108,0.980545,0.999000,0.987860,0.996246,face0c1d
0.010420,0.040889,0.043543,0.073001,0.274796,0.153756,0,0.018700,0.021961,0.013541,0.020540,0.018686,0.021153,6e73071d
0.912429,0.792940,0.963895,0.128672,0.413929,0.707682,1,0.802986,0.850240,0.925799,0.647941,0.806742,0.818948,296aba5b
0.997246,0.987529,0.995124,0.989837,0.999578,0.976127,1,0.989916,0.997567,0.983608,0.999000,0.992523,0.998292,c317d061
0.998633,0.998798,0.998975,0.990476,0.998580,0.999900,1,0.990548,0.998491,0.983415,0.999000,0.992864,0.998969,439bae96
0.000009,0.000007,0.000056,0.000007,0.000708,0.000100,0,0.006666,0.006825,0.010183,0.001000,0.006169,0.005980,4761ba29
0.099718,0.332397,0.083146,0.154064,0.004456,0.068072,0,0.028352,0.002656,0.017766,0.054556,0.025832,0.013348,5fe2d101
0.026692,0.021769,0.045379,0.716061,0.806627,0.728534,0,0.174689,0.008226,0.160737,0.129749,0.118350,0.041252,6253153f
0.002676,0.000880,0.006013,0.001630,0.001356,0.000100,0,0.004435,0.003878,0.006218,0.001000,0.003883,0.003507,244f8117
0.968078,0.912675,0.984083,0.924637,0.998367,0.980136,1,0.986811,0.997373,0.983528,0.999000,0.991678,0.998141,1ae12a6e
0.006700,0.005415,0.021044,0.000064,0.009823,0.000984,0,0.006681,0.006383,0.009229,0.001000,0.005823,0.005584,35ba270d
0.993226,0.994136,0.996894,0.997452,0.999786,0.995200,1,0.989910,0.992942,0.982208,0.999000,0.991015,0.994741,90bd6952
0.975107,0.975941,0.992718,0.877526,0.997357,0.887794,1,0.987023,0.998255,0.983672,0.999000,0.991987,0.998810,e01123d4
0.000224,0.000018,0.004055,0.000081,0.020795,0.001254,0,0.008580,0.001395,0.011871,0.001000,0.005711,0.002038,0645d7de
0.006748,0.011248,0.019087,0.006775,0.002276,0.049193,0,0.007884,0.006825,0.010062,0.001000,0.006443,0.005971,c2b88693
0.000000,0.000000,0.000005,0.000932,0.000318,0.005260,0,0.006726,0.006825,0.010167,0.001000,0.006180,0.005979,c9fd5e7b
0.999772,0.999791,0.998233,0.999499,0.998456,0.999900,1,0.991578,0.995041,0.983326,0.999000,0.992236,0.996385,32bcfbb7
0.018231,0.030560,0.092659,0.000010,0.008894,0.002171,0,0.006087,0.009609,0.006372,0.001000,0.005767,0.007800,5994c53a
0.000116,0.011589,0.029122,0.000003,0.004607,0.000100,0,0.006779,0.006466,0.009250,0.001000,0.005874,0.005648,c2667adf
0.931067,0.919979,0.967026,0.887351,0.973554,0.960252,1,0.984679,0.985265,0.983601,0.999000,0.988136,0.989100,7cf8bd73
0.572577,0.788537,0.743255,0.420821,0.818673,0.592089,1,0.854836,0.901742,0.915766,0.920173,0.898129,0.907402,92aa3e8a
0.802733,0.980808,0.962642,0.943108,0.978084,0.961268,1,0.986262,0.976323,0.982371,0.999000,0.985989,0.982335,4a77d02f
0.000471,0.009114,0.000111,0.007109,0.010328,0.002235,0,0.006768,0.006200,0.008972,0.001000,0.005735,0.005430,e982af8d
0.789288,0.623869,0.772968,0.921553,0.548793,0.821609,1,0.850910,0.960097,0.916184,0.935136,0.915582,0.953814,b8eefec7
0.995374,0.932668,0.977932,0.929906,0.950824,0.959422,1,0.983725,0.980756,0.980864,0.974607,0.979988,0.981005,91981cff
0.206715,0.092909,0.075508,0.253341,0.010417,0.366438,0,0.017564,0.003978,0.011068,0.026261,0.014718,0.008614,8628e45f
0.902164,0.965026,0.797941,0.987877,0.972495,0.947203,1,0.979018,0.983591,0.979053,0.999000,0.985166,0.987539,fd7e2713
0.007011,0.023747,0.007211,0.086134,0.021654,0.004454,0,0.007653,0.014638,0.008952,0.026186,0.014357,0.016420,a02b0f96
0.000002,0.000000,0.000044,0.000000,0.000321,0.000100,0,0.006661,0.006825,0.010183,0.001000,0.006167,0.005980,886aa103
0.041303,0.140362,0.132677,0.281562,0.016877,0.002231,0,0.014325,0.008866,0.009968,0.027041,0.015050,0.012336,9ec48e6b
0.872071,0.994683,0.983926,0.980364,0.997340,0.997014,1,0.990005,0.994300,0.983214,0.999000,0.991630,0.995824,97ddc1f8
0.000278,0.000328,0.006099,0.015466,0.004186,0.001996,0,0.006893,0.006825,0.010163,0.001000,0.006220,0.005978,05f4cebf
0.921025,0.974296,0.976851,0.677770,0.884928,0.341475,1,0.964177,0.934107,0.945467,0.944150,0.946975,0.938071,79a9f6da
0.479013,0.733620,0.362248,0.590964,0.498992,0.421758,1,0.460240,0.571641,0.411992,0.615522,0.514849,0.569728,7d142c31
0.905136,0.740453,0.531060,0.829855,0.957359,0.720979,1,0.905139,0.886023,0.950112,0.913682,0.913739,0.896792,83a70dd0
0.923303,0.949660,0.927445,0.973474,0.747097,0.989271,1,0.972550,0.977740,0.976277,0.976427,0.975749,0.978778,51f0ef77
0.999093,0.997114,0.998780,0.999741,0.999826,0.999900,1,0.990133,0.992942,0.982118,0.999000,0.991048,0.994734,84ad5f1b
0.000000,0.000000,0.000047,0.000220,0.000594,0.002434,0,0.008184,0.001212,0.011883,0.001000,0.005570,0.001902,05cf0527
0.999890,0.998165,0.999781,0.997789,0.997090,0.999900,1,0.989015,0.993122,0.980594,0.999000,0.990433,0.994765,75df937d
0.000000,0.000000,0.000035,0.000005,0.006042,0.011898,0,0.006584,0.006200,0.008951,0.001000,0.005684,0.005429,f0d2d68c
0.001150,0.004043,0.001136,0.000000,0.000153,0.000100,0,0.006507,0.006200,0.008985,0.001000,0.005673,0.005431,8c733ab0
0.430976,0.546115,0.139584,0.846362,0.518279,0.825664,1,0.456318,0.526011,0.427983,0.391885,0.450549,0.495110,bf679f08
0.994391,0.981973,0.993531,0.980064,0.912891,0.995604,1,0.985784,0.977705,0.980406,0.979407,0.980825,0.979588,b2043476
0.998169,0.975578,0.991872,0.902517,0.996660,0.908345,1,0.987722,0.998461,0.983692,0.999000,0.992219,0.998965,62db82b6
0.999851,0.999452,0.999912,0.996612,0.997922,0.999900,1,0.989069,0.992822,0.980586,0.999000,0.990369,0.994540,c61e1bce
0.665353,0.539222,0.562166,0.180634,0.667966,0.110081,0,0.366460,0.449510,0.460489,0.591454,0.466978,0.477308,060a48a5
0.342935,0.084869,0.115905,0.316123,0.589990,0.195856,0,0.052363,0.021390,0.037586,0.001000,0.028085,0.018730,f2a36870
0.000022,0.000001,0.000923,0.000007,0.000237,0.000100,0,0.004344,0.004002,0.006224,0.001000,0.003893,0.003601,215c1fb8
0.966138,0.956379,0.990094,0.994393,0.998916,0.964157,1,0.988684,0.998177,0.983760,0.974410,0.986258,0.994182,a15b312f
0.389221,0.200526,0.425000,0.188679,0.063415,0.050653,0,0.039655,0.020639,0.024098,0.034293,0.029671,0.023445,b3308b2d
0.983568,0.929661,0.875068,0.902247,0.695866,0.778699,0,0.962518,0.902605,0.974328,0.932260,0.942928,0.914290,ec5c461e
0.040205,0.000001,0.001155,0.000049,0.000481,0.000623,0,0.004488,0.004002,0.006217,0.001000,0.003927,0.003600,ae9517a5
0.990706,0.989295,0.996573,0.996706,0.999900,0.999900,1,0.989797,0.992942,0.982203,0.999000,0.990986,0.994740,311438b5
0.000021,0.000018,0.000277,0.000031,0.000613,0.000100,0,0.006668,0.006825,0.010183,0.001000,0.006169,0.005980,266d249e
0.000426,0.000087,0.000234,0.002702,0.002259,0.036914,0,0.007157,0.011267,0.010101,0.001000,0.007381,0.009293,a0473c22
0.989993,0.987021,0.997374,0.995015,0.998683,0.990854,1,0.989631,0.992942,0.982278,0.999000,0.990963,0.994745,5a869fac
0.000000,0.000000,0.008861,0.000000,0.000190,0.000100,0,0.008334,0.001212,0.011885,0.001000,0.005608,0.001902,aba8eb45
0.103185,0.138111,0.139469,0.072889,0.019273,0.335213,0,0.018563,0.029310,0.014338,0.059640,0.030463,0.033975,8e0e0a34
0.999717,0.999425,0.990739,0.998314,0.994564,0.999900,1,0.991335,0.995041,0.983367,0.999000,0.992186,0.996388,17f1c891
0.966371,0.990529,0.973236,0.997806,0.999368,0.999900,1,0.990598,0.995328,0.983575,0.999000,0.992125,0.996616,73f7e827
0.829486,0.989022,0.994752,0.982137,0.995241,0.955817,1,0.987954,0.991948,0.982314,0.999000,0.990304,0.994005,70117946
0.000317,0.000007,0.001618,0.000004,0.000389,0.000100,0,0.004354,0.004002,0.006223,0.001000,0.003895,0.003600,163541ea
0.000200,0.000991,0.001966,0.000034,0.000792,0.000138,0,0.006461,0.006200,0.008986,0.001000,0.005662,0.005431,cf1ab8b7
0.997554,0.991944,0.999071,0.913087,0.152854,0.962261,1,0.926438,0.960682,0.879737,0.916260,0.920779,0.948253,92949454
0.523643,0.805216,0.923495,0.765727,0.959065,0.871420,1,0.961641,0.981469,0.962637,0.928110,0.958464,0.971642,ffe4cfab
0.003836,0.000339,0.003449,0.002192,0.007376,0.036682,0,0.007293,0.006825,0.010085,0.001000,0.006301,0.005973,82c59cb1
0.001968,0.003028,0.012826,0.001988,0.004102,0.000177,0,0.006965,0.006825,0.010156,0.001000,0.006237,0.005978,cc5fac62
0.994737,0.987456,0.984680,0.985852,0.994824,0.991544,1,0.989696,0.993125,0.983120,0.999000,0.991235,0.994940,b97b505e
0.371945,0.296249,0.622437,0.157110,0.165777,0.056300,0,0.091527,0.289913,0.059009,0.178180,0.154657,0.253785,05c4d0bf
0.033456,0.001140,0.014774,0.000140,0.000449,0.000259,0,0.004630,0.005990,0.006212,0.001000,0.004458,0.005085,63d1eca4
0.970633,0.990063,0.983515,0.808614,0.992286,0.970414,1,0.988235,0.995663,0.983745,0.999000,0.991661,0.996878,3c674328
0.000000,0.000000,0.000002,0.000000,0.000041,0.000169,0,0.006658,0.006825,0.010184,0.001000,0.006167,0.005980,2516509b
0.991075,0.975021,0.984076,0.702603,0.903041,0.790171,1,0.978484,0.934174,0.981311,0.971167,0.966284,0.945593,dc34a966
0.935000,0.943148,0.944244,0.905354,0.995313,0.900311,1,0.982164,0.988853,0.980974,0.999000,0.987748,0.991601,08e45f85
0.000009,0.000135,0.003248,0.000006,0.000280,0.000135,0,0.008223,0.001212,0.011889,0.001000,0.005581,0.001902,d60c53f2
0.999882,0.998214,0.999045,0.999605,0.998591,0.999900,1,0.990142,0.992942,0.982109,0.999000,0.991048,0.994734,30e3bc27
0.619196,0.706051,0.070309,0.606954,0.512263,0.485485,0,0.377014,0.836965,0.407979,0.499173,0.530283,0.746035,8b6f4d3c
0.027454,0.015604,0.007464,0.094803,0.005049,0.230657,0,0.011563,0.008685,0.011281,0.026689,0.014554,0.012225,97619e0f
0.306463,0.076050,0.044902,0.922187,0.346876,0.773324,0,0.132579,0.075315,0.087351,0.159727,0.113743,0.091951,7a2c68fd
0.993600,0.999230,0.997789,0.992126,0.991853,0.989142,1,0.991201,0.995663,0.983463,0.999000,0.992332,0.996859,d7f54a66
0.751119,0.779053,0.786451,0.974742,0.958120,0.115939,0,0.928983,0.962073,0.836924,0.887900,0.903970,0.941096,7bb3a881
0.062499,0.005563,0.071399,0.004709,0.016921,0.003402,0,0.005750,0.019388,0.006331,0.022807,0.013569,0.019161,d3382456
0.433582,0.216747,0.539790,0.016309,0.043904,0.023035,0,0.043813,0.164695,0.037492,0.126408,0.093102,0.149129,2164c343
0.739269,0.806857,0.940458,0.631834,0.200632,0.519770,1,0.758302,0.909753,0.768796,0.777118,0.803492,0.876745,c772a4e1
0.119987,0.326093,0.774148,0.106198,0.204139,0.027778,0,0.125685,0.159336,0.084749,0.178846,0.137154,0.158106,e8d6fcbb
0.998949,0.991148,0.997484,0.959834,0.999950,0.948033,1,0.989465,0.998519,0.983670,0.999000,0.992664,0.999007,87bfe3ef
0.000005,0.000000,0.000242,0.000000,0.002905,0.018764,0,0.004484,0.003878,0.006188,0.001000,0.003888,0.003505,cd60952c
0.000044,0.000004,0.000101,0.000168,0.006928,0.000100,0,0.008261,0.001373,0.011885,0.001000,0.005630,0.002022,4ca1a8d3
